step,epoch,loss,lr
267,1,1.58901000,4.02e-06
268,1,1.62793064,4.05e-06
269,1,1.63657415,4.05e-06
270,1,1.62913644,4.08e-06
271,1,1.57436776,4.08e-06
272,1,1.65812445,4.11e-06
273,1,1.57954395,4.11e-06
274,1,1.56185949,4.14e-06
275,1,1.56978357,4.14e-06
276,1,1.54092884,4.17e-06
277,1,1.59697580,4.17e-06
278,1,1.61857653,4.2e-06
279,1,1.56007743,4.2e-06
280,1,1.62465322,4.23e-06
281,1,1.57101524,4.23e-06
282,1,1.59783816,4.26e-06
283,1,1.55629039,4.26e-06
284,1,1.60125768,4.29e-06
285,1,1.57824278,4.29e-06
286,1,1.55499935,4.32e-06
287,1,1.54435480,4.32e-06
288,1,1.55328977,4.35e-06
289,1,1.61090279,4.35e-06
290,1,1.56426215,4.38e-06
291,1,1.59353149,4.38e-06
292,1,1.53146017,4.41e-06
293,1,1.52927208,4.41e-06
294,1,1.63580787,4.44e-06
295,1,1.55353832,4.44e-06
296,1,1.50599647,4.47e-06
297,1,1.57664716,4.47e-06
298,1,1.52369153,4.5e-06
299,1,1.56741786,4.5e-06
300,1,1.57296312,4.53e-06
301,1,1.55606496,4.53e-06
302,1,1.55585003,4.56e-06
303,1,1.46574247,4.56e-06
304,1,1.47837257,4.59e-06
305,1,1.46155977,4.59e-06
306,1,1.45960319,4.62e-06
307,1,1.52232981,4.62e-06
308,1,1.47556782,4.65e-06
309,1,1.45720220,4.65e-06
310,1,1.46131039,4.68e-06
311,1,1.50439930,4.68e-06
312,1,1.52790773,4.71e-06
313,1,1.51632726,4.71e-06
314,1,1.53545284,4.74e-06
315,1,1.54407477,4.74e-06
316,1,1.48077941,4.77e-06
317,1,1.44049156,4.77e-06
318,1,1.38536203,4.8e-06
319,1,1.45656431,4.8e-06
320,1,1.48631668,4.83e-06
321,1,1.41530550,4.83e-06
322,1,1.38623655,4.86e-06
323,1,1.41395986,4.86e-06
324,1,1.40172553,4.89e-06
325,1,1.37430036,4.89e-06
326,1,1.45122421,4.92e-06
327,1,1.43255889,4.92e-06
328,1,1.39155293,4.95e-06
329,1,1.41315126,4.95e-06
330,1,1.40624642,4.98e-06
331,1,1.38903332,4.98e-06
332,1,1.39433515,5.01e-06
333,1,1.37011802,5.01e-06
334,1,1.38967931,5.04e-06
335,1,1.38780499,5.04e-06
336,1,1.36749780,5.07e-06
337,1,1.36277318,5.07e-06
338,1,1.34180379,5.1e-06
339,1,1.37064779,5.1e-06
340,1,1.36858130,5.13e-06
341,1,1.39118421,5.13e-06
342,1,1.39009511,5.16e-06
343,1,1.30060947,5.16e-06
344,1,1.40420866,5.19e-06
