step,epoch,loss,lr
10378,21,0.20278931,1.425e-05
10379,21,0.20075484,1.425e-05
10380,21,0.19984925,1.4325e-05
10381,21,0.17989905,1.4325e-05
10382,21,0.19307306,1.44e-05
10383,21,0.19781987,1.44e-05
10384,21,0.21515965,1.4475e-05
10385,21,0.20571898,1.4475e-05
10386,21,0.21019861,1.455e-05
10387,21,0.18007618,1.455e-05
10388,21,0.19045649,1.4625e-05
10389,21,0.20196867,1.4625e-05
10390,21,0.19383723,1.47e-05
10391,21,0.21168990,1.47e-05
10392,21,0.20610638,1.4775e-05
10393,21,0.18752800,1.4775e-05
10394,21,0.19821005,1.485e-05
10395,21,0.20036311,1.485e-05
10396,21,0.17869940,1.4925e-05
10397,21,0.19345962,1.4925e-05
10398,21,0.19357783,1.5e-05
10399,21,0.19031334,1.5e-05
10400,21,0.18915221,1.5075e-05
10401,21,0.21127798,1.5075e-05
10402,21,0.19019595,1.515e-05
10403,21,0.21486357,1.515e-05
10404,21,0.22523175,1.5225e-05
10405,21,0.23052379,1.5225e-05
10406,21,0.20078264,1.53e-05
10407,21,0.20978257,1.53e-05
10408,21,0.18010098,1.5375e-05
10409,21,0.19783732,1.5375e-05
10410,21,0.20937695,1.545e-05
10411,21,0.21901011,1.545e-05
10412,21,0.18379794,1.5525e-05
10413,21,0.18269603,1.5525e-05
10414,21,0.21839830,1.56e-05
10415,21,0.21873337,1.56e-05
10416,21,0.18598972,1.5675e-05
10417,21,0.21874999,1.5675e-05
10418,21,0.23047481,1.575e-05
10419,21,0.21633932,1.575e-05
10420,21,0.19946702,1.5825e-05
10421,21,0.21999454,1.5825e-05
10422,21,0.18743868,1.59e-05
10423,21,0.20385671,1.59e-05
10424,21,0.18513791,1.5975e-05
10425,21,0.17177732,1.5975e-05
10426,21,0.18735091,1.605e-05
10427,21,0.20943655,1.605e-05
10428,21,0.19746739,1.6125e-05
10429,21,0.20796449,1.6125e-05
10430,21,0.21938242,1.62e-05
10431,21,0.20781334,1.62e-05
10432,21,0.22123028,1.6275e-05
10433,21,0.18231010,1.6275e-05
10434,21,0.18827739,1.635e-05
10435,21,0.21582384,1.635e-05
10436,21,0.20452805,1.6425e-05
10437,21,0.21324997,1.6425e-05
10438,21,0.19602965,1.65e-05
10439,21,0.19581027,1.65e-05
10440,21,0.18249004,1.6575e-05
10441,21,0.20622933,1.6575e-05
10442,21,0.21188739,1.665e-05
10443,21,0.19134888,1.665e-05
10444,21,0.20935167,1.6725e-05
10445,21,0.19486265,1.6725e-05
10446,21,0.19840744,1.68e-05
10447,21,0.21307956,1.68e-05
10448,21,0.18209952,1.6875e-05
10449,21,0.20020695,1.6875e-05
10450,21,0.19223209,1.695e-05
10451,21,0.21179225,1.695e-05
10452,21,0.17971939,1.7025e-05
10453,21,0.20751323,1.7025e-05
10454,21,0.21000488,1.71e-05
10455,21,0.19874290,1.71e-05
10456,21,0.18614063,1.7175e-05
10457,21,0.20169325,1.7175e-05
10458,21,0.20874409,1.725e-05
10459,21,0.18083875,1.725e-05
10460,21,0.18010254,1.7325e-05
10461,21,0.19483174,1.7325e-05
10462,21,0.18300867,1.74e-05
10463,21,0.21758693,1.74e-05
10464,21,0.19419105,1.7475e-05
10465,21,0.21241842,1.7475e-05
10466,21,0.18306401,1.755e-05
10467,21,0.17636187,1.755e-05
10468,21,0.19745822,1.7625e-05
10469,21,0.20412453,1.7625e-05
10470,21,0.19159646,1.77e-05
10471,21,0.19183612,1.77e-05
10472,21,0.19023687,1.7775e-05
10473,21,0.20356505,1.7775e-05
10474,21,0.20187013,1.785e-05
10475,21,0.18991174,1.785e-05
10476,21,0.18648931,1.7925e-05
10477,21,0.19718118,1.7925e-05
10478,21,0.18567510,1.8e-05
10479,21,0.19638534,1.8e-05
10480,21,0.19737513,1.8075e-05
10481,21,0.18684851,1.8075e-05
10482,21,0.20685323,1.815e-05
10483,21,0.18602301,1.815e-05
10484,21,0.17772111,1.8225e-05
10485,21,0.19922352,1.8225e-05
10486,21,0.18659884,1.83e-05
10487,21,0.19416505,1.83e-05
10488,21,0.19196762,1.8375e-05
10489,21,0.18732087,1.8375e-05
10490,21,0.20633009,1.845e-05
10491,21,0.22054856,1.845e-05
10492,21,0.19624774,1.8525e-05
10493,21,0.19811007,1.8525e-05
10494,21,0.18405004,1.86e-05
10495,21,0.18498683,1.86e-05
10496,21,0.22602561,1.8675e-05
10497,21,0.19039173,1.8675e-05
10498,21,0.18547824,1.875e-05
10499,21,0.20675306,1.875e-05
10500,21,0.19694056,1.8825e-05
10501,21,0.20162030,1.8825e-05
10502,21,0.21911450,1.89e-05
10503,21,0.18758090,1.89e-05
10504,21,0.19856799,1.8975e-05
10505,21,0.17665884,1.8975e-05
10506,21,0.19411556,1.905e-05
10507,21,0.20509465,1.905e-05
10508,21,0.18397155,1.9125e-05
10509,21,0.19451907,1.9125e-05
10510,21,0.19755112,1.92e-05
10511,21,0.19725056,1.92e-05
10512,21,0.18216902,1.9275e-05
10513,21,0.20543392,1.9275e-05
10514,21,0.17330892,1.935e-05
10515,21,0.20290585,1.935e-05
10516,21,0.19218631,1.9425e-05
10517,21,0.19619736,1.9425e-05
10518,21,0.20372817,1.95e-05
10519,21,0.19806623,1.95e-05
10520,21,0.18417583,1.9575e-05
10521,22,0.19822852,1.9575e-05
10522,22,0.20161626,1.965e-05
10523,22,0.17781766,1.965e-05
10524,22,0.20089637,1.9725e-05
10525,22,0.18735717,1.9725e-05
10526,22,0.17820776,1.98e-05
10527,22,0.19460347,1.98e-05
10528,22,0.20512946,1.9875e-05
10529,22,0.18702896,1.9875e-05
10530,22,0.20124523,1.995e-05
10531,22,0.17950793,1.995e-05
10532,22,0.21283178,2.0025e-05
10533,22,0.18289919,2.0025e-05
10534,22,0.18560138,2.01e-05
10535,22,0.21613698,2.01e-05
10536,22,0.18198343,2.0175e-05
10537,22,0.19402297,2.0175e-05
10538,22,0.20712976,2.025e-05
10539,22,0.20002614,2.025e-05
10540,22,0.19003153,2.0325e-05
10541,22,0.19270328,2.0325e-05
10542,22,0.20100801,2.04e-05
10543,22,0.20640318,2.04e-05
10544,22,0.17332427,2.0475e-05
10545,22,0.20211037,2.0475e-05
10546,22,0.19247323,2.055e-05
10547,22,0.18727556,2.055e-05
10548,22,0.18313643,2.0625e-05
10549,22,0.20294967,2.0625e-05
10550,22,0.16997959,2.07e-05
10551,22,0.22198267,2.07e-05
10552,22,0.19941773,2.0775e-05
10553,22,0.18350294,2.0775e-05
10554,22,0.19803889,2.085e-05
10555,22,0.19634296,2.085e-05
10556,22,0.19014724,2.0925e-05
10557,22,0.20336771,2.0925e-05
10558,22,0.18698356,2.1e-05
10559,22,0.18766446,2.1e-05
10560,22,0.18500182,2.1075e-05
10561,22,0.19260125,2.1075e-05
10562,22,0.20265093,2.115e-05
10563,22,0.18877248,2.115e-05
10564,22,0.19923468,2.1225e-05
10565,22,0.20555305,2.1225e-05
10566,22,0.21409352,2.13e-05
10567,22,0.19110759,2.13e-05
10568,22,0.19134708,2.1375e-05
10569,22,0.20886414,2.1375e-05
10570,22,0.19676033,2.145e-05
10571,22,0.20637743,2.145e-05
10572,22,0.20061480,2.1525e-05
10573,22,0.22895162,2.1525e-05
10574,22,0.20773624,2.16e-05
10575,22,0.20532574,2.16e-05
10576,22,0.18240774,2.1675e-05
10577,22,0.18130642,2.1675e-05
10578,22,0.20819487,2.175e-05
10579,22,0.20064050,2.175e-05
10580,22,0.18663794,2.1825e-05
10581,22,0.19784497,2.1825e-05
10582,22,0.19050126,2.19e-05
10583,22,0.19368437,2.19e-05
10584,22,0.20096676,2.1975e-05
10585,22,0.20138437,2.1975e-05
10586,22,0.21560371,2.205e-05
10587,22,0.20841847,2.205e-05
10588,22,0.18175186,2.2125e-05
10589,22,0.18830049,2.2125e-05
10590,22,0.19777340,2.22e-05
10591,22,0.19729893,2.22e-05
10592,22,0.19104245,2.2275e-05
10593,22,0.17589773,2.2275e-05
10594,22,0.20324902,2.235e-05
10595,22,0.18874417,2.235e-05
10596,22,0.21689627,2.2425e-05
10597,22,0.19365242,2.2425e-05
10598,22,0.19933522,2.25e-05
10599,22,0.17910576,2.25e-05
10600,22,0.19749713,2.2575e-05
10601,22,0.18660903,2.2575e-05
10602,22,0.19195130,2.265e-05
10603,22,0.18191679,2.265e-05
10604,22,0.21041106,2.2725e-05
10605,22,0.20549232,2.2725e-05
10606,22,0.23149188,2.28e-05
10607,22,0.21318091,2.28e-05
10608,22,0.20492911,2.2875e-05
10609,22,0.20492584,2.2875e-05
10610,22,0.17708461,2.295e-05
10611,22,0.18816257,2.295e-05
10612,22,0.20216605,2.3025e-05
10613,22,0.19779882,2.3025e-05
10614,22,0.20538676,2.31e-05
10615,22,0.18283898,2.31e-05
10616,22,0.21428970,2.3175e-05
10617,22,0.20493528,2.3175e-05
10618,22,0.20846669,2.325e-05
10619,22,0.17828038,2.325e-05
10620,22,0.18373688,2.3325e-05
10621,22,0.19747294,2.3325e-05
10622,22,0.19596417,2.34e-05
10623,22,0.17314301,2.34e-05
10624,22,0.20392546,2.3475e-05
10625,22,0.20149642,2.3475e-05
10626,22,0.18120247,2.355e-05
10627,22,0.19827253,2.355e-05
10628,22,0.21639936,2.3625e-05
10629,22,0.21256749,2.3625e-05
10630,22,0.20813729,2.37e-05
10631,22,0.18414587,2.37e-05
10632,22,0.21935458,2.3775e-05
10633,22,0.18019821,2.3775e-05
10634,22,0.19747947,2.385e-05
10635,22,0.19680597,2.385e-05
10636,22,0.18582660,2.3925e-05
10637,22,0.19294856,2.3925e-05
10638,22,0.19544686,2.4e-05
10639,22,0.21752158,2.4e-05
10640,22,0.19967286,2.4075e-05
10641,22,0.21119979,2.4075e-05
10642,22,0.19964294,2.415e-05
